Season,TeamID,Team,Conference,Number,Player,Yr,Pos,Ht,GP,GS,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RetAtt,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Dbl Dbl
2020-2021,,Ark.-Pine Bluff,Swac,10,Destiny Thomas,Jr,RS,5-9,13,11.0,45,76,14,166,0.373,1.0,,,21.0,,,1.0,16.0,8.0,85.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,1,Elyssa Kennedy,So,S,-,12,12.0,38,2,2,37,0.0,156.0,6.0,10.0,76.0,,,,,,8.0,1.0,,
2020-2021,,Ark.-Pine Bluff,Swac,14,Haley Gomez,Jr,MB,-,13,13.0,45,96,29,231,0.29,3.0,11.0,12.0,53.0,,,33.0,28.0,8.0,154.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,13,Jade Smith,Fr,L,5-4,11,,11,2,1,12,0.083,5.0,2.0,1.0,37.0,,2.0,,,,4.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,4,Jasmine Fuqua,So,OH,5-7,12,8.0,33,30,17,114,0.114,3.0,,,24.0,,3.0,2.0,6.0,,35.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,3,Kaila Robinson,Jr,OH,5-9,13,13.0,45,75,35,253,0.158,15.0,12.0,10.0,160.0,,6.0,4.0,10.0,4.0,96.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,7,Kori Diego,Jr,MB,6-0,7,2.0,18,22,14,64,0.125,5.0,,,15.0,,,2.0,3.0,,25.5,,,
2020-2021,,Ark.-Pine Bluff,Swac,6,Maya Brunt,Fr,MH,-,3,,3,1,0,2,0.5,,,,,,,,,,1.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,15,Mckenzie Tysor,Fr,RS,6-3,1,,1,0,0,0,,,,,1.0,,,,,,,,,
2020-2021,,Ark.-Pine Bluff,Swac,9,Nikole Akamine,So,OH,5-3,45,,45,4,2,54,0.037,234.0,17.0,10.0,83.0,,,,1.0,,21.5,3.0,,
2020-2021,,Ark.-Pine Bluff,Swac,8,Nyah Ellis,So,DS,5-5,35,,35,1,2,26,-0.038,29.0,11.0,6.0,199.0,,1.0,,,,12.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,12,Reagin Williams,So,RS,-,13,4.0,44,66,34,205,0.156,,,1.0,22.0,,,7.0,18.0,2.0,82.0,,,
2020-2021,,Ark.-Pine Bluff,Swac,5,Zyonn Smith,So,OH,-,13,13.0,45,167,70,519,0.187,11.0,7.0,23.0,153.0,,6.0,2.0,8.0,2.0,180.0,,,
2020-2021,,Arkansas,Sec,17,Abbigail Mcgee,So,S,5-7,30,,30,1,0,1,1.0,1.0,1.0,5.0,33.0,,,,,,2.0,,,
2020-2021,,Arkansas,Sec,23,Allyson Dernehl,Sr,OH,5-9,1,,1,0,0,0,,,,1.0,,,,,,,,,,
2020-2021,,Arkansas,Sec,16,Devyn Wheeler,Sr,MB,6-0,21,17.0,68,143,36,291,0.368,,17.0,12.0,43.0,,,1.0,46.0,1.0,184.0,,,
2020-2021,,Arkansas,Sec,8,Elizabeth Pamphile,Sr,MB,6-1,18,17.0,68,113,44,307,0.225,2.0,,,15.0,,,8.0,48.0,2.0,145.0,,,
2020-2021,,Arkansas,Sec,6,Ellease Crumpton,Jr,MB,6-2,11,10.0,32,32,20,98,0.122,1.0,5.0,8.0,10.0,,,6.0,31.0,3.0,58.5,,,
2020-2021,,Arkansas,Sec,21,Gracie Ryan,Jr,S,5-9,22,22.0,83,35,9,95,0.274,875.0,24.0,28.0,202.0,,,4.0,25.0,8.0,75.5,15.0,,
2020-2021,,Arkansas,Sec,3,Hailey Dirrigl,Jr,OH,6-2,9,6.0,37,70,28,182,0.231,4.0,7.0,14.0,34.0,,,,19.0,2.0,86.5,,,
2020-2021,,Arkansas,Sec,10,Jillian Gillen,So,OH,5-7,22,22.0,83,322,134,996,0.189,28.0,38.0,82.0,213.0,,42.0,5.0,30.0,3.0,380.0,1.0,,
2020-2021,,Arkansas,Sec,9,Klaire Trainor,Sr,OH,5-8,4,,4,0,0,0,,,,,1.0,,,,,,,,,
2020-2021,,Arkansas,Sec,5,Lauren Evans,Jr,OH,5-11,83,,83,0,0,6,0.0,64.0,24.0,27.0,264.0,,30.0,,,,24.0,,,
2020-2021,,Arkansas,Sec,11,Maggie Cartwright,So,OH,5-11,13,13.0,46,116,51,290,0.224,3.0,3.0,16.0,81.0,,,3.0,28.0,2.0,136.0,1.0,,
2020-2021,,Arkansas,Sec,2,Savannah Downing,Sr,L,5-5,9,3.0,34,1,0,1,1.0,5.0,,4.0,50.0,,2.0,,,,1.0,,,
2020-2021,,Arkansas,Sec,7,Taylor Head,Fr,OH,5-10,22,22.0,83,242,104,694,0.199,9.0,12.0,29.0,263.0,,7.0,2.0,25.0,9.0,268.5,,,
2020-2021,,Arkansas St.,Sun Belt,22,Becca Zaber,Fr,DS,5-5,8,,8,1,0,1,1.0,,2.0,2.0,,,,,,,3.0,,,
2020-2021,,Arkansas St.,Sun Belt,12,Brianna Hollingshed,So,MB,5-11,18,17.0,63,71,23,192,0.25,1.0,,4.0,7.0,,,11.0,65.0,9.0,114.5,,,
2020-2021,,Arkansas St.,Sun Belt,4,Josie Stanford,Jr,MB,6-1,18,13.0,66,156,88,495,0.137,2.0,1.0,4.0,41.0,,,4.0,48.0,3.0,185.0,,,
2020-2021,,Arkansas St.,Sun Belt,19,Julianna Cramer,Jr,S,5-7,16,1.0,52,3,1,15,0.133,106.0,8.0,9.0,59.0,,,,1.0,1.0,11.5,10.0,,
2020-2021,,Arkansas St.,Sun Belt,5,Kassidy Reeves,Fr,S,5-8,3,,3,1,0,2,0.5,,,,3.0,,,,,,1.0,,,
2020-2021,,Arkansas St.,Sun Belt,17,Kendahl Davenport,So,RS,6-3,16,15.0,60,102,31,221,0.321,2.0,5.0,14.0,27.0,,1.0,25.0,62.0,13.0,163.0,3.0,,
2020-2021,,Arkansas St.,Sun Belt,18,Lauren Musante,Jr,S,5-8,18,17.0,66,22,9,79,0.165,520.0,14.0,21.0,207.0,,,2.0,22.0,,49.0,17.0,,
2020-2021,,Arkansas St.,Sun Belt,20,Macey Putt,Jr,OH,6-0,7,2.0,19,46,37,172,0.052,2.0,4.0,6.0,37.0,,12.0,,5.0,,52.5,,,
2020-2021,,Arkansas St.,Sun Belt,9,Madison Brown,Sr,OH,6-1,17,15.0,60,239,73,721,0.23,4.0,4.0,9.0,94.0,,16.0,9.0,26.0,1.0,265.0,1.0,,
2020-2021,,Arkansas St.,Sun Belt,8,Mariah Hesselgesser,Fr,MB,6-2,9,4.0,21,11,13,41,-0.049,1.0,,,4.0,,,2.0,12.0,2.0,19.0,2.0,,
2020-2021,,Arkansas St.,Sun Belt,6,Paulina Sobolewska,Sr,OH,5-10,18,18.0,63,116,51,528,0.123,7.0,11.0,9.0,183.0,,12.0,1.0,24.0,,140.0,2.0,,
2020-2021,,Arkansas St.,Sun Belt,3,Peyton Uhlenhake,Sr,OH,5-10,15,1.0,48,21,15,87,0.069,5.0,7.0,3.0,88.0,,5.0,,1.0,,28.5,,,
2020-2021,,Arkansas St.,Sun Belt,21,Ryley Gill,Sr,DS,5-5,16,4.0,54,0,0,0,,9.0,5.0,5.0,71.0,,4.0,,,,5.0,,,
2020-2021,,Arkansas St.,Sun Belt,16,Sara Betts,Sr,OH,5-10,6,,6,2,2,16,0.0,,,,1.0,,,,,,2.0,,,
2020-2021,,Arkansas St.,Sun Belt,10,Tatum Ticknor,Jr,L/DS,5-8,66,,66,0,0,6,0.0,70.0,8.0,7.0,356.0,,12.0,,,,8.0,,,
2020-2021,,Arkansas St.,Sun Belt,7,Timber Terrell,Jr,MB,5-11,3,1.0,8,10,7,42,0.071,,,,4.0,,1.0,1.0,2.0,1.0,12.0,2.0,,
2020-2021,,Army West Point,Patriot,7,Allanah Cutler,Fr,OPP,5-11,8,8.0,33,99,44,265,0.208,3.0,1.0,1.0,34.0,,,1.0,14.0,3.0,108.0,,,
2020-2021,,Army West Point,Patriot,10,Alyssa Lukasik,Fr,MB,6-1,3,1.0,8,4,1,10,0.3,1.0,,1.0,4.0,,,,5.0,2.0,6.5,,,
2020-2021,,Army West Point,Patriot,1,Ana Oglivie,Sr,L,5-6,9,0.0,37,0,3,13,-0.231,57.0,7.0,8.0,181.0,,4.0,,,,7.0,1.0,,
2020-2021,,Army West Point,Patriot,24,Cate Buckingham,Jr,OH,5-11,6,3.0,21,45,31,158,0.089,1.0,,,5.0,,,,7.0,,48.5,,,
2020-2021,,Army West Point,Patriot,19,Danielle Wortman,Jr,L,5-5,4,0.0,6,0,0,0,,1.0,,,6.0,,,,,,,,,
2020-2021,,Army West Point,Patriot,3,Hannah Presley,Sr,S,5-11,8,8.0,33,48,7,149,0.275,300.0,5.0,19.0,119.0,,,,8.0,1.0,57.0,1.0,,
2020-2021,,Army West Point,Patriot,11,Isabella Sullivan,Fr,S,5-7,2,0.0,3,0,0,0,,1.0,,,2.0,,,,,,,,,
2020-2021,,Army West Point,Patriot,13,Jasmine Grant,Fr,MB,5-10,3,0.0,3,1,0,1,1.0,,,,,,,,,1.0,1.0,,,
2020-2021,,Army West Point,Patriot,16,Mackenzie Karnig,Fr,OH,6-0,8,6.0,32,48,36,163,0.074,6.0,6.0,10.0,75.0,,8.0,1.0,4.0,1.0,57.0,1.0,,
2020-2021,,Army West Point,Patriot,17,Madison Wendel,So,OH,6-0,5,,5,5,3,22,0.091,,,,1.0,,1.0,,,,5.0,,,
2020-2021,,Army West Point,Patriot,8,Maggie Petersen,Sr,L,5-7,1,0.0,1,0,0,0,,,,1.0,4.0,,1.0,,,,,,,
2020-2021,,Army West Point,Patriot,2,Makenna Kelty,So,L,5-8,1,0.0,1,0,0,0,,,,,,,,,,,,,,
2020-2021,,Army West Point,Patriot,21,Monica Eckford,Sr,MB,5-10,8,8.0,33,67,33,174,0.195,1.0,,,12.0,,,3.0,12.0,1.0,76.0,,,
2020-2021,,Army West Point,Patriot,6,Paige Fixemer,Fr,MB,6-2,8,8.0,33,84,40,218,0.202,4.0,5.0,13.0,14.0,,,3.0,23.0,4.0,103.5,,,
2020-2021,,Army West Point,Patriot,15,Riley Parchment,Fr,L,5-8,8,0.0,27,1,0,4,0.25,7.0,11.0,13.0,57.0,,4.0,,,,12.0,1.0,,
2020-2021,,Army West Point,Patriot,23,Savannah Bray,Fr,OH,5-10,7,3.0,23,36,33,149,0.02,7.0,1.0,5.0,35.0,,4.0,1.0,3.0,,39.5,1.0,,
2020-2021,,Army West Point,Patriot,4,Sayler Butters,So,L,5-7,8,3.0,34,0,0,4,0.0,6.0,5.0,10.0,93.0,,6.0,1.0,,,6.0,,,
2020-2021,,Auburn,Sec,5,Audrey Douglas,Fr,MB,6-4,7,5.0,20,20,8,69,0.174,1.0,,,2.0,,,,11.0,,25.5,,,
2020-2021,,Auburn,Sec,6,Bella Rosenthall,Jr,L/DS,5-5,8,6.0,25,1,0,3,0.333,19.0,2.0,9.0,70.0,,5.0,,1.0,,3.5,1.0,,
2020-2021,,Auburn,Sec,7,Chesney Mcclellan,Sr,MB,6-4,8,8.0,25,37,15,97,0.227,,,,2.0,,,1.0,24.0,1.0,50.0,,,
2020-2021,,Auburn,Sec,10,Jackie Barrett Frazier,Fr,S,6-2,6,6.0,19,9,6,44,0.068,144.0,3.0,8.0,33.0,,,,11.0,1.0,17.5,,,
2020-2021,,Auburn,Sec,8,Jaeden Brown,Sr,MB,6-0,8,4.0,25,38,28,113,0.088,,,,4.0,,1.0,1.0,18.0,,48.0,,,
2020-2021,,Auburn,Sec,14,Katie Persons,Jr,L/DS,5-3,8,1.0,25,0,0,0,,,1.0,5.0,3.0,,2.0,,,,1.0,,,
2020-2021,,Auburn,Sec,22,Lauren Dorrell,Sr,OH,6-0,7,4.0,19,40,12,129,0.217,2.0,,4.0,36.0,,4.0,1.0,10.0,4.0,46.0,,,
2020-2021,,Auburn,Sec,13,Lily Sumner,Fr,MB,6-0,3,,3,0,0,0,,,,4.0,,,,,,,,,,
2020-2021,,Auburn,Sec,12,Marissa Hines,Jr,S,6-0,4,2.0,7,3,1,8,0.25,25.0,,3.0,12.0,,,,,,3.0,6.0,,
2020-2021,,Auburn,Sec,3,Payton White,Sr,L/DS,5-7,25,,25,0,2,2,-1.0,23.0,4.0,12.0,68.0,,11.0,,,,4.0,,,
2020-2021,,Auburn,Sec,21,Tatum Shipes,Jr,OH,6-4,8,8.0,25,59,43,229,0.07,3.0,4.0,12.0,47.0,,10.0,1.0,15.0,,71.5,,,
2020-2021,,Auburn,Sec,16,Val Green,Jr,OH,6-2,4,4.0,13,27,33,139,-0.043,3.0,1.0,8.0,28.0,,2.0,1.0,8.0,,33.0,,,
2020-2021,,Austin Peay,Ovc,1,Aysha Hood,Jr,MB,6-0,14,6.0,40,38,21,127,0.134,5.0,4.0,,17.0,,1.0,3.0,18.0,3.0,54.0,,,
2020-2021,,Austin Peay,Ovc,3,Brooke Moore,Sr,OH,5-10,14,14.0,49,147,55,421,0.219,20.0,8.0,13.0,169.0,,18.0,3.0,10.0,1.0,163.0,,,
2020-2021,,Austin Peay,Ovc,18,Caroline Waite,Sr,S,5-9,14,4.0,49,7,4,30,0.1,230.0,11.0,20.0,102.0,,,,,1.0,18.0,4.0,,
2020-2021,,Austin Peay,Ovc,4,Chloe Stitt,Sr,DS,5-8,14,14.0,49,174,65,457,0.239,5.0,3.0,7.0,91.0,,18.0,,19.0,2.0,186.5,,,
2020-2021,,Austin Peay,Ovc,2,Claire Darland,Jr,MB,5-10,12,10.0,37,52,18,131,0.26,6.0,,,12.0,,,5.0,19.0,,66.5,,,
2020-2021,,Austin Peay,Ovc,35,Erin Eisenhart,So,DS,5-3,21,,21,0,0,2,0.0,4.0,2.0,2.0,43.0,,3.0,,,,2.0,,,
2020-2021,,Austin Peay,Ovc,21,Janvier Buggs,Fr,S,5-6,5,,5,1,0,4,0.25,16.0,,1.0,2.0,,,,,,1.0,,,
2020-2021,,Austin Peay,Ovc,31,Karli Graham,Jr,MB,6-1,14,11.0,43,60,21,172,0.227,7.0,5.0,6.0,24.0,,,6.0,35.0,,88.5,,,
2020-2021,,Austin Peay,Ovc,13,Kaylah Jackson,Fr,OH,5-8,13,,13,22,11,55,0.2,1.0,,,6.0,,,,2.0,,23.0,,,
2020-2021,,Austin Peay,Ovc,20,Kelsey Mead,So,S,5-9,14,10.0,46,3,0,13,0.231,291.0,15.0,9.0,78.0,,,,1.0,,18.5,4.0,,
2020-2021,,Austin Peay,Ovc,7,Maggie Keenan,Fr,MB,5-11,11,6.0,30,48,21,120,0.225,3.0,2.0,1.0,13.0,,,1.0,14.0,4.0,58.0,,,
2020-2021,,Austin Peay,Ovc,23,Nina Korfhage,Sr,DS,5-4,49,,49,0,0,2,0.0,41.0,16.0,10.0,211.0,,17.0,,,,16.0,,,
2020-2021,,Austin Peay,Ovc,9,Taylor Mcinerney,Fr,OH,5-11,8,6.0,27,61,20,140,0.293,1.0,,1.0,6.0,,1.0,,6.0,,64.0,,,
2020-2021,,Austin Peay,Ovc,6,Tegan Seyring,So,RS,6-0,7,3.0,21,66,15,133,0.383,,,,10.0,,,,4.0,3.0,68.0,1.0,,
2020-2021,,Ball St.,Mac,18,Aleja Culbreath,So,OH,5-7,3,,3,2,2,9,0.0,,,,,,,,,,2.0,,,
2020-2021,,Ball St.,Mac,8,Allison Hamaker,So,OPP,6-0,12,1.0,33,65,31,188,0.181,,,,15.0,,,,8.0,2.0,69.0,,,
2020-2021,,Ball St.,Mac,10,Cailyn Bolser,So,MB,6-1,11,2.0,19,19,8,59,0.186,,,1.0,5.0,,1.0,,13.0,2.0,25.5,,,
2020-2021,,Ball St.,Mac,12,Cait Snyder,Fr,OH,6-0,15,1.0,45,94,54,313,0.128,,1.0,8.0,42.0,,4.0,,13.0,1.0,101.5,,,
2020-2021,,Ball St.,Mac,9,Cathryn Starck,Jr,DS,5-8,20,9.0,57,0,0,1,0.0,15.0,16.0,12.0,98.0,,9.0,,,,16.0,,,
2020-2021,,Ball St.,Mac,3,Chloe Rickenbach,So,DS,5-8,19,6.0,57,0,0,4,0.0,8.0,14.0,11.0,134.0,,20.0,,,1.0,14.0,,,
2020-2021,,Ball St.,Mac,4,Esther Grussing,So,S,5-8,21,15.0,74,32,7,81,0.309,564.0,8.0,22.0,158.0,,,1.0,22.0,,52.0,20.0,,
2020-2021,,Ball St.,Mac,2,Kate Vinson,Fr,DS,5-7,21,8.0,75,4,2,16,0.125,241.0,8.0,12.0,158.0,,9.0,,3.0,,13.5,1.0,,
2020-2021,,Ball St.,Mac,14,Kia Holder,Sr,OH,6-1,21,16.0,80,281,115,832,0.2,,1.0,2.0,60.0,,5.0,13.0,50.0,1.0,320.0,,,
2020-2021,,Ball St.,Mac,11,Lauren Gilliland,Fr,MB,6-1,21,21.0,80,99,35,258,0.248,1.0,,3.0,19.0,,,10.0,84.0,8.0,151.0,,,
2020-2021,,Ball St.,Mac,6,Maggie Huber,So,DS,5-6,19,2.0,73,1,1,6,0.0,62.0,15.0,7.0,302.0,,16.0,,,,16.0,,,
2020-2021,,Ball St.,Mac,5,Marie Plitt,So,MB,6-0,21,21.0,80,156,32,393,0.316,4.0,5.0,7.0,73.0,,,9.0,75.0,7.0,207.5,1.0,,
2020-2021,,Ball St.,Mac,13,Natalie Mitchem,So,OH,6-2,20,12.0,72,153,60,460,0.202,2.0,,,29.0,,,2.0,53.0,1.0,181.5,,,
2020-2021,,Ball St.,Mac,7,Natalie Risi,So,OH,6-0,20,12.0,74,89,38,310,0.165,10.0,7.0,18.0,222.0,,12.0,1.0,6.0,2.0,100.0,,,
2020-2021,,Ball St.,Mac,1,Zoe Conway,Fr,DS,5-5,14,,14,0,0,0,,1.0,,4.0,9.0,,2.0,,,,,,,
2020-2021,,Baylor,Big 12,16,Aj Koele,So,OPP,6-1,30,,30,5,7,22,-0.091,7.0,,1.0,4.0,,,1.0,5.0,,8.5,1.0,,
2020-2021,,Baylor,Big 12,2,Andressa Parise,Sr,MB,6-3,6,4.0,17,13,3,21,0.476,1.0,,,3.0,,,3.0,19.0,1.0,25.5,,,
2020-2021,,Baylor,Big 12,19,Bri Coleman,Jr,OH,6-0,15,3.0,32,6,5,28,0.036,2.0,4.0,7.0,6.0,,,1.0,6.0,2.0,14.0,,,
2020-2021,,Baylor,Big 12,1,Callie Williams,Jr,S,5-9,25,16.0,91,56,10,113,0.407,599.0,22.0,33.0,197.0,,,,4.0,4.0,80.0,8.0,,
2020-2021,,Baylor,Big 12,11,Campbell Bowden,Fr,OH,6-1,25,22.0,96,1,0,8,0.125,15.0,11.0,16.0,150.0,,18.0,,,,12.0,1.0,,
2020-2021,,Baylor,Big 12,7,Cassie Davis,Fr,OH,6-4,3,1.0,6,9,1,21,0.381,,,,2.0,,1.0,,3.0,3.0,10.5,,,
2020-2021,,Baylor,Big 12,3,Emily Van Slate,So,L/DS,5-7,27,2.0,104,3,1,14,0.143,35.0,15.0,37.0,230.0,,16.0,,1.0,,18.5,,,
2020-2021,,Baylor,Big 12,8,Gabby Brown,Fr,L/DS,5-7,2,1.0,4,0,0,1,0.0,1.0,,2.0,2.0,,3.0,,,,,,,
2020-2021,,Baylor,Big 12,14,Hannah Sedwick,Sr,S,6-1,16,11.0,65,47,12,107,0.327,455.0,,15.0,82.0,,,2.0,47.0,3.0,72.5,22.0,,
2020-2021,,Baylor,Big 12,9,Jena Kelly,Fr,L/DS,5-8,6,,6,0,0,0,,,1.0,3.0,1.0,,1.0,,,,1.0,,,
2020-2021,,Baylor,Big 12,17,Kara Mcghee,So,MB,6-5,27,27.0,102,172,53,395,0.301,10.0,5.0,29.0,41.0,,,10.0,117.0,12.0,245.5,5.0,,
2020-2021,,Baylor,Big 12,4,Kj Johnson,So,OH,5-9,15,3.0,31,33,26,106,0.066,1.0,,,7.0,,1.0,1.0,14.0,3.0,41.0,,,
2020-2021,,Baylor,Big 12,20,Lache Harper,Sr,MB,6-2,15,12.0,49,29,7,70,0.314,1.0,,,7.0,,,2.0,48.0,3.0,55.0,,,
2020-2021,,Baylor,Big 12,31,Lauren Harrison,So,OH,6-0,25,4.0,96,305,113,739,0.26,4.0,3.0,9.0,51.0,,13.0,2.0,47.0,4.0,333.5,,,
2020-2021,,Baylor,Big 12,10,Marieke Van Der Mark,Jr,OPP,6-6,24,21.0,82,178,73,450,0.233,4.0,6.0,13.0,36.0,,,6.0,60.0,9.0,220.0,1.0,,
2020-2021,,Baylor,Big 12,15,Preslie Anderson,Sr,MB,6-2,10,8.0,36,28,8,83,0.241,3.0,,,13.0,,1.0,4.0,38.0,,51.0,1.0,,
2020-2021,,Baylor,Big 12,35,Sara Jones,Fr,OH,5-11,1,,1,0,0,0,,,,,1.0,,,,,,,,,
2020-2021,,Baylor,Big 12,32,Shanel Bramschreiber,Jr,L/DS,5-7,104,,104,3,2,9,0.111,117.0,28.0,36.0,377.0,,21.0,,,,31.0,3.0,,
2020-2021,,Baylor,Big 12,22,Yossiana Pressley,Sr,OH,6-0,27,27.0,104,488,186,1214,0.249,15.0,10.0,39.0,203.0,,16.0,11.0,48.0,9.0,533.0,1.0,,
2020-2021,,Bellarmine,Asun,15,Abbie Oetting,Sr,MH,6-2,17,16.0,63,130,49,328,0.247,2.0,6.0,7.0,32.0,,,7.0,40.0,4.0,163.0,,,
2020-2021,,Bellarmine,Asun,20,Abbie Stefanon,Jr,OH,5-11,14,6.0,36,77,44,290,0.114,1.0,,,23.0,,1.0,1.0,10.0,2.0,83.0,,,
2020-2021,,Bellarmine,Asun,5,Anna Lococo,Fr,DS,5-5,17,5.0,63,0,0,3,0.0,15.0,5.0,4.0,136.0,,9.0,,,,5.0,,,
2020-2021,,Bellarmine,Asun,4,Ashley Price,So,OPP,5-10,11,8.0,36,67,51,227,0.07,4.0,,,11.0,,,1.0,12.0,,74.0,,,
2020-2021,,Bellarmine,Asun,12,Bailey Roszman,Jr,OH,6-0,13,7.0,36,73,55,237,0.076,3.0,2.0,5.0,34.0,,6.0,2.0,16.0,2.0,85.0,,,
2020-2021,,Bellarmine,Asun,11,Bailey Venard,Fr,OH,5-10,12,,12,8,12,45,-0.089,,3.0,1.0,6.0,,2.0,,,,11.0,,,
2020-2021,,Bellarmine,Asun,8,Chrysanthi Stamatiou,Sr,OH,6-0,17,15.0,54,119,77,426,0.099,4.0,8.0,10.0,121.0,,23.0,2.0,8.0,2.0,133.0,,,
2020-2021,,Bellarmine,Asun,25,Emily Ernst,So,DS,5-6,17,6.0,60,1,1,7,0.0,11.0,6.0,11.0,116.0,,16.0,,,1.0,7.0,,,
2020-2021,,Bellarmine,Asun,14,Hannah Brown,So,MH,5-11,14,13.0,47,113,51,260,0.238,2.0,,3.0,15.0,,,3.0,28.0,1.0,130.0,,,
2020-2021,,Bellarmine,Asun,18,Izzie Salameh,Sr,MB,6-0,9,6.0,28,48,18,118,0.254,,,,7.0,,1.0,3.0,10.0,,56.0,,,
2020-2021,,Bellarmine,Asun,9,Jayme Scott,So,OH,5-11,1,,1,5,1,10,0.4,,,,,,,,,,5.0,,,
2020-2021,,Bellarmine,Asun,10,Julia Dailey,Jr,OH,5-10,12,3.0,27,53,39,171,0.082,,,,9.0,,1.0,,1.0,,53.5,,,
2020-2021,,Bellarmine,Asun,7,Kalli Mau,Fr,S,5-11,11,4.0,24,2,0,20,0.1,171.0,3.0,5.0,30.0,,,1.0,8.0,1.0,10.0,8.0,,
2020-2021,,Bellarmine,Asun,19,Karleigh Wilson,Sr,L/DS,5-5,60,,60,0,0,3,0.0,36.0,7.0,7.0,242.0,,19.0,,,,7.0,,,
2020-2021,,Bellarmine,Asun,3,Sam Rickert,Jr,S,5-10,15,13.0,49,13,3,56,0.179,422.0,5.0,7.0,118.0,,3.0,3.0,12.0,1.0,27.0,6.0,,
2020-2021,,Belmont,Ovc,5,Ally Peterson,Fr,OH,5-10,11,7.0,29,54,36,175,0.103,3.0,6.0,14.0,61.0,,9.0,,1.0,,60.5,1.0,,
2020-2021,,Belmont,Ovc,10,Carly Mason,Jr,S,6-0,12,12.0,43,20,11,86,0.105,305.0,4.0,16.0,95.0,,,,9.0,3.0,28.5,12.0,,
2020-2021,,Belmont,Ovc,9,Halee Van Poppel,Sr,OH,5-10,12,8.0,34,79,39,246,0.163,8.0,3.0,14.0,79.0,,5.0,1.0,7.0,1.0,86.5,1.0,,
2020-2021,,Belmont,Ovc,14,Izzy Schauer,Fr,S,5-8,10,4.0,34,5,8,22,-0.136,215.0,5.0,19.0,67.0,,,,7.0,2.0,13.5,4.0,,
2020-2021,,Belmont,Ovc,11,Kailee Bass,So,MH,6-2,8,6.0,27,16,11,53,0.094,,,2.0,4.0,,,3.0,23.0,2.0,30.5,,,
2020-2021,,Belmont,Ovc,8,Kristen Clemons,Fr,MB,6-1,16,14.0,52,107,35,286,0.252,5.0,5.0,7.0,39.0,,,6.0,30.0,5.0,133.0,,,
2020-2021,,Belmont,Ovc,20,Laura Shoopman,So,OH,6-2,13,10.0,40,113,59,343,0.157,3.0,2.0,7.0,42.0,,10.0,4.0,17.0,4.0,127.5,,,
2020-2021,,Belmont,Ovc,15,Lauren Walsh,So,OH,5-9,4,2.0,7,7,10,32,-0.094,,,1.0,3.0,,1.0,,2.0,,8.0,,,
2020-2021,,Belmont,Ovc,3,Mackenzie Harless,Sr,MB,5-10,6,2.0,11,7,9,31,-0.065,1.0,,,2.0,,,,4.0,1.0,9.0,,,
2020-2021,,Belmont,Ovc,7,Mackenzie Lepage,Sr,MH,6-0,7,3.0,18,16,13,75,0.04,1.0,3.0,,10.0,,,1.0,5.0,,22.5,,,
2020-2021,,Belmont,Ovc,1,Mary Catherine Ball,Jr,OH,5-11,9,2.0,22,28,23,114,0.044,,,1.0,8.0,,7.0,1.0,3.0,2.0,30.5,,,
2020-2021,,Belmont,Ovc,13,Peyton Kelley,Jr,L/DS,5-6,12,3.0,31,0,0,2,0.0,7.0,5.0,9.0,69.0,,8.0,,,,5.0,,,
2020-2021,,Belmont,Ovc,2,Rachel Mcbride,Fr,L/DS,5-7,53,,53,0,0,2,0.0,37.0,12.0,14.0,212.0,,16.0,,,,12.0,,,
2020-2021,,Belmont,Ovc,4,Raegan Phillips,Fr,RS,6-1,6,,6,5,5,21,0.0,,,,3.0,,,,1.0,,5.5,,,
2020-2021,,Belmont,Ovc,18,Sophia Hagstrom,Fr,OH,5-9,13,4.0,42,17,24,96,-0.073,,11.0,17.0,42.0,,5.0,,3.0,,29.5,,,
2020-2021,,Belmont,Ovc,16,Sydney Willis,Fr,MB,6-2,9,7.0,29,17,11,53,0.113,,,,3.0,,2.0,7.0,22.0,5.0,35.0,1.0,,
2020-2021,,Belmont,Ovc,12,Taylor Floyd,Jr,OH,6-1,14,12.0,52,150,46,408,0.255,5.0,3.0,6.0,58.0,,11.0,,31.0,,168.5,,,
2020-2021,,Binghamton,America East,22,Anna Sprys,So,MH,6-0,12,12.0,42,74,27,191,0.246,1.0,,1.0,5.0,,1.0,4.0,29.0,3.0,92.5,1.0,,
2020-2021,,Binghamton,America East,12,Audrey Haworth,So,OH,5-10,12,0.0,37,3,4,9,-0.111,16.0,8.0,8.0,96.0,,12.0,,,,11.0,,,
2020-2021,,Binghamton,America East,13,Elis Gadelha,Sr,MH,6-1,5,0.0,9,12,5,31,0.226,,1.0,3.0,6.0,,,,4.0,,15.0,,,
2020-2021,,Binghamton,America East,2,Elizabeth Kaner,Sr,DS,5-2,10,0.0,23,0,0,1,0.0,2.0,2.0,2.0,34.0,,3.0,,,,2.0,,,
